"lundi00h" "lundi01h" "lundi02h" "lundi03h" "lundi04h" "lundi05h" "lundi06h" "lundi07h" "lundi08h" "lundi09h" "lundi10h" "lundi11h" "lundi12h" "lundi13h" "lundi14h" "lundi15h" "lundi16h" "lundi17h" "lundi18h" "lundi19h" "lundi20h" "lundi21h" "lundi22h" "lundi23h" "mardi00h" "mardi01h" "mardi02h" "mardi03h" "mardi04h" "mardi05h" "mardi06h" "mardi07h" "mardi08h" "mardi09h" "mardi10h" "mardi11h" "mardi12h" "mardi13h" "mardi14h" "mardi15h" "mardi16h" "mardi17h" "mardi18h" "mardi19h" "mardi20h" "mardi21h" "mardi22h" "mardi23h" "mercredi00h" "mercredi01h" "mercredi02h" "mercredi03h" "mercredi04h" "mercredi05h" "mercredi06h" "mercredi07h" "mercredi08h" "mercredi09h" "mercredi10h" "mercredi11h" "mercredi12h" "mercredi13h" "mercredi14h" "mercredi15h" "mercredi16h" "mercredi17h" "mercredi18h" "mercredi19h" "mercredi20h" "mercredi21h" "mercredi22h" "mercredi23h" "jeudi00h" "jeudi01h" "jeudi02h" "jeudi03h" "jeudi04h" "jeudi05h" "jeudi06h" "jeudi07h" "jeudi08h" "jeudi09h" "jeudi10h" "jeudi11h" "jeudi12h" "jeudi13h" "jeudi14h" "jeudi15h" "jeudi16h" "jeudi17h" "jeudi18h" "jeudi19h" "jeudi20h" "jeudi21h" "jeudi22h" "jeudi23h" "vendredi00h" "vendredi01h" "vendredi02h" "vendredi03h" "vendredi04h" "vendredi05h" "vendredi06h" "vendredi07h" "vendredi08h" "vendredi09h" "vendredi10h" "vendredi11h" "vendredi12h" "vendredi13h" "vendredi14h" "vendredi15h" "vendredi16h" "vendredi17h" "vendredi18h" "vendredi19h" "vendredi20h" "vendredi21h" "vendredi22h" "vendredi23h" "noms" "longitude" "latitude"
"19031" 1 2 2 4 4 3 1 1 2 0 1 0 0 1 0 0 0 2 2 3 15 18 15 19 20 19 20 17 16 16 14 14 10 0 3 0 0 0 0 0 0 0 4 7 10 17 20 22 22 23 23 23 23 23 22 20 17 1 1 0 0 0 1 1 1 1 0 11 15 22 23 23 20 20 17 14 14 14 13 11 8 1 0 0 0 1 2 0 1 0 1 9 12 13 11 10 16 19 18 18 15 16 15 15 12 2 0 0 0 0 0 0 0 0 3 3 6 5 7 8 " MANIN CRIMEE" 2.38634884002286 48.8830298392804
"17024" 0 0 0 0 0 0 0 0 1 0 0 0 1 2 0 0 1 4 1 4 2 2 2 0 0 2 0 0 0 0 0 0 3 0 2 1 4 7 7 0 0 0 0 1 0 1 1 0 1 0 3 2 1 1 1 1 1 0 0 1 12 7 0 0 1 0 2 2 1 0 1 1 1 0 0 0 0 0 0 0 4 0 1 2 3 3 7 1 4 5 1 0 1 0 1 2 2 4 2 2 2 2 2 2 3 3 1 1 2 0 0 0 0 0 0 1 0 0 1 2 " VILLIERS" 2.31644964079872 48.881208332796
"14032" 2 1 0 0 0 1 1 0 0 0 0 1 0 2 0 1 6 2 0 5 7 12 13 17 15 17 16 17 16 16 16 12 4 0 0 0 1 0 0 0 1 1 2 2 9 12 16 15 14 8 11 12 10 10 10 8 2 0 0 2 0 5 0 1 4 0 4 0 8 1 7 11 5 7 8 5 6 6 5 3 0 0 0 14 4 6 5 1 1 1 0 4 1 5 4 1 4 3 2 2 3 3 3 0 1 1 0 0 1 2 1 0 2 0 2 3 1 2 6 3 " MOUTON DUVERNET - MAIRIE DU 14EME" 2.32540116669297 48.8325012787035
"42502" 26 26 26 26 26 26 24 24 24 20 30 29 28 28 26 28 18 20 20 16 21 22 27 25 20 20 20 20 21 21 21 21 21 22 25 27 27 29 29 29 28 28 26 21 23 25 24 27 22 22 22 21 20 21 21 20 19 17 19 21 21 21 21 23 24 23 21 20 23 23 27 27 19 20 21 20 21 21 21 21 20 21 23 23 23 22 21 20 20 21 21 16 20 23 23 25 19 21 22 22 22 22 21 21 22 26 29 29 30 29 26 26 27 26 28 27 27 30 28 30 " RASPAIL 2 (GENTILLY)" 2.34679437435222 48.8131276479162
"42012" 0 0 0 0 0 0 0 0 0 0 1 1 0 0 2 2 2 2 2 2 3 2 4 3 4 4 5 5 5 5 5 4 4 4 2 2 1 1 3 2 2 1 1 2 1 2 3 5 6 6 8 10 10 9 10 10 5 2 2 2 2 1 2 5 5 6 15 20 24 24 24 24 23 24 24 24 24 24 23 23 22 20 19 19 18 19 19 19 20 20 20 21 24 23 23 24 25 25 25 25 25 25 24 23 23 21 21 20 20 19 18 17 17 17 18 21 21 22 22 23 " BARBUSSE (IVRY)" 2.37967058911516 48.8102003479661
"21005" 4 4 3 3 3 3 3 3 2 3 7 8 7 10 2 2 4 5 2 2 5 0 0 0 1 1 0 1 1 1 1 2 1 4 7 7 6 12 11 6 6 6 9 6 0 0 2 5 5 6 6 7 7 7 6 6 5 6 12 13 13 14 12 13 14 14 11 5 2 2 5 4 4 6 7 6 6 6 6 6 7 10 17 19 19 18 19 15 14 18 14 8 6 4 5 5 8 5 4 4 3 3 3 4 3 7 17 21 24 25 25 24 23 22 20 11 13 11 15 16 " MORIZET (BOULOGNE-BILLANCOURT)" 2.24168824710241 48.8349539796647
"16135" 2 2 2 2 2 2 2 2 4 3 2 2 4 2 2 2 1 2 2 2 2 1 1 2 2 2 2 2 2 2 2 2 2 1 3 3 3 4 5 1 3 1 2 1 1 1 2 3 2 2 3 2 2 2 2 2 1 1 0 15 14 12 10 10 10 9 5 3 2 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 19 19 20 19 18 20 14 12 8 10 11 10 9 9 9 9 9 9 9 9 6 5 5 7 7 7 6 7 5 2 2 1 1 1 4 " STADE WILMILLE" 2.275283 48.872381
"12013" 16 15 16 16 16 16 16 14 11 14 11 16 13 14 14 16 10 16 3 6 5 11 12 14 11 13 15 16 16 16 16 16 15 13 9 3 2 8 3 10 13 5 1 2 4 2 5 10 12 16 16 16 16 16 16 15 12 6 2 1 1 3 5 5 6 7 15 1 6 11 15 16 16 16 16 16 16 16 16 16 11 7 9 12 9 0 11 15 9 4 3 3 2 7 13 15 16 15 16 16 16 15 15 14 9 5 12 12 8 3 14 8 6 2 1 12 16 13 7 10 " RUE MONTGALLET" 2.38959522721585 48.8443126084401
"9102" 4 2 2 2 4 4 4 4 3 14 23 23 21 16 16 15 12 14 3 2 1 1 0 0 0 2 2 1 1 0 0 0 0 10 23 23 22 17 15 18 16 17 13 0 0 0 0 0 0 1 1 1 2 2 1 1 1 13 24 22 24 17 15 19 19 19 17 2 0 0 0 0 1 2 1 1 1 1 1 1 4 20 24 20 22 20 24 24 22 22 18 6 5 1 0 0 1 2 1 1 2 2 4 4 7 16 22 21 20 8 10 15 15 13 4 0 0 1 0 2 " PLACE D'ESTIENNE D'ORVES" 2.33048422584945 48.8767324989372
"10016" 0 0 0 2 3 3 3 4 4 0 0 0 0 0 1 0 0 0 4 3 0 2 6 8 10 11 12 10 10 10 10 10 7 1 0 1 0 0 1 1 0 1 0 7 5 1 0 1 2 3 3 3 3 3 3 2 2 0 0 0 0 3 0 0 1 2 2 4 14 8 2 7 8 6 6 7 7 7 8 7 5 2 0 2 0 1 0 0 0 1 2 0 7 4 1 1 0 1 2 2 2 2 2 3 2 0 0 3 4 4 0 1 1 0 2 0 5 2 2 0 " VILLEMIN" 2.35980123859793 48.8750346558839
"12006" 8 3 2 3 3 3 5 5 26 49 58 58 51 48 45 51 57 59 59 20 4 4 3 3 3 4 5 5 7 7 9 9 31 58 58 52 56 43 50 56 56 54 56 26 2 4 2 3 3 3 4 3 3 3 5 8 38 60 59 60 55 47 52 59 60 60 42 14 3 2 2 5 3 2 2 3 3 3 6 13 37 60 42 52 46 43 60 60 57 60 59 44 18 12 7 3 2 2 2 2 3 5 5 14 22 60 60 58 60 56 59 60 59 59 55 53 59 58 60 55 " GARE DE LYON VAN GOGH" 2.37169167797775 48.8441924078948
"10105" 11 5 3 3 4 4 4 4 2 4 7 17 13 16 13 9 17 11 3 4 3 0 2 1 0 0 0 0 0 0 0 0 0 7 8 6 4 3 3 3 4 8 3 2 0 7 13 17 8 3 4 3 2 2 2 2 3 3 13 11 10 9 10 9 13 8 4 1 0 1 5 2 0 1 0 0 0 0 0 0 0 2 7 8 4 4 2 5 6 5 4 0 7 7 10 11 17 14 8 2 0 0 0 1 0 0 6 3 2 11 4 10 10 15 17 10 1 20 23 24 " BONNE NOUVELLE PROP2" 2.35128163668651 48.8702780785796
"9108" 13 15 18 21 20 20 20 19 15 1 0 1 0 3 0 0 1 0 11 14 27 30 31 33 32 32 33 33 33 33 33 33 31 18 1 0 2 1 1 3 4 5 2 9 11 20 23 22 26 29 30 30 30 30 30 30 24 3 0 0 1 5 8 3 2 1 0 6 13 16 20 24 22 23 23 23 24 25 25 26 20 0 0 1 1 1 0 2 2 1 2 11 21 27 33 33 32 33 33 33 33 33 33 32 28 6 3 3 2 3 2 4 5 5 11 16 30 27 27 25 " ROCHECHOUART MAUBEUGE" 2.34478560298721 48.8778900149743
"10027" 1 1 1 1 15 15 14 18 13 1 0 0 0 2 0 0 0 0 1 0 1 0 0 0 3 5 4 2 16 16 16 19 16 0 0 0 1 1 0 0 3 1 1 0 0 1 6 4 3 5 4 2 3 14 13 16 18 3 2 0 0 2 1 0 2 1 2 0 5 1 3 5 3 4 3 3 15 13 13 16 16 0 0 1 4 2 0 0 0 2 0 0 0 1 2 1 4 3 3 2 14 13 12 17 15 1 0 1 4 5 7 4 7 8 11 14 5 2 1 3 " DUNKERQUE" 2.35837919245454 48.8793551031739
"5007" 21 24 24 24 24 24 24 23 22 20 29 37 37 37 37 36 34 37 34 34 35 36 33 31 27 28 27 14 1 2 2 2 1 3 5 17 19 25 33 37 33 31 16 1 2 6 5 1 3 0 1 1 1 0 0 1 5 1 7 9 17 9 12 22 15 25 15 2 3 9 14 10 7 2 2 4 4 3 3 3 3 2 5 15 15 9 4 9 12 19 6 1 1 0 2 5 6 3 2 2 2 3 1 1 3 1 7 21 21 17 24 31 34 36 27 26 16 22 26 20 " ECOLES CARMES" 2.34720132952048 48.8489190079083
"10025" 4 2 2 3 3 3 2 1 1 3 1 0 2 0 1 1 0 1 1 1 8 9 9 12 12 9 14 12 9 11 11 9 9 3 0 0 2 1 0 0 2 1 1 2 6 14 14 15 10 10 8 9 11 12 12 13 14 4 1 0 1 0 0 5 0 1 1 0 4 2 9 11 8 9 10 11 12 14 14 15 15 5 1 1 1 3 3 2 1 6 2 3 1 3 3 1 9 10 13 12 9 13 12 13 12 2 2 4 0 0 0 1 1 3 4 5 8 7 13 8 " ECLUSES SAINT MARTIN" 2.36601144898322 48.8774203430896
"20024" 0 19 18 17 16 16 16 14 9 0 0 0 0 0 0 0 1 1 2 1 1 0 0 1 2 22 22 23 23 23 23 23 21 7 0 10 0 1 0 2 0 0 0 1 0 9 11 9 21 15 15 16 16 16 16 13 11 1 0 11 14 4 0 1 0 0 0 0 2 4 1 0 0 14 13 13 14 24 24 24 19 9 0 19 9 8 0 0 0 1 2 0 3 0 1 0 16 8 10 10 23 22 22 19 10 17 18 4 1 0 0 1 1 0 1 1 2 2 0 2 " GAMBETTA - PÈRE LACHAISE" 2.39822866728204 48.8642956961659
"1024" 0 0 2 3 3 2 2 1 1 1 7 14 19 20 20 17 20 18 11 17 10 16 4 0 2 2 0 0 0 0 0 0 0 3 14 18 18 19 13 14 18 15 15 16 16 15 14 4 1 2 0 0 0 0 0 4 1 5 19 17 20 20 13 20 19 18 17 20 20 14 12 3 5 2 2 3 3 3 3 3 1 12 18 18 20 17 20 20 19 20 13 5 7 7 1 0 0 0 0 0 0 0 0 0 0 7 14 17 19 18 15 15 19 20 16 10 9 16 10 3 " LOUVRE COQ HERON" 2.34270756197831 48.8637728320262
"19001" 14 19 20 22 23 22 21 21 16 4 5 2 6 7 0 1 1 2 4 1 3 5 8 9 10 19 19 20 20 20 19 16 10 7 12 12 9 8 1 1 6 2 2 1 5 17 16 17 23 26 27 29 29 29 29 27 25 12 15 15 11 11 10 6 1 1 1 3 2 9 9 12 14 21 22 24 25 25 22 23 17 18 22 23 21 20 1 3 1 4 5 5 9 10 14 18 21 25 28 29 29 29 30 28 22 22 30 28 26 21 19 21 17 15 6 6 7 9 9 4 " OURCQ CRIMEE" 2.37294608846728 48.8941041403163
"12119" 39 38 37 37 37 37 37 37 37 47 46 47 45 43 43 42 44 50 49 50 50 49 49 50 50 50 50 50 50 50 50 50 29 28 26 27 25 26 25 25 27 25 24 34 36 37 38 38 39 40 41 41 45 47 47 48 47 43 43 42 42 44 38 40 39 41 39 44 47 48 49 49 49 49 49 49 49 48 48 48 46 42 43 43 41 40 38 38 41 40 43 47 49 48 45 43 43 47 48 48 48 49 49 49 48 44 49 49 50 47 43 43 42 42 49 50 50 48 45 47 " DOM PÉRIGNON GRAVELLE" 2.40983094179678 48.8255844310932
"13044" 20 24 27 29 30 30 29 26 22 9 2 1 7 4 3 5 6 7 3 15 24 33 34 36 36 36 36 36 34 34 34 33 28 9 10 7 2 3 3 6 8 9 7 17 16 20 18 22 24 28 29 29 29 30 30 25 18 1 13 13 12 7 22 17 17 9 13 23 25 29 32 34 33 33 34 34 34 34 34 33 26 2 19 17 14 12 21 21 22 19 27 29 33 30 32 34 32 35 35 35 35 35 35 32 23 5 3 16 14 17 14 12 14 14 17 22 24 22 23 21 " PLACE JEANNE D'ARC" 2.36912681571713 48.8295757268385
"20022" 1 1 10 19 19 19 20 20 18 9 2 2 2 2 2 1 1 1 0 0 3 3 5 10 9 9 12 12 10 11 11 11 10 2 0 2 1 0 0 0 0 0 1 1 3 10 10 11 9 8 7 7 8 23 23 25 25 16 5 4 2 1 2 0 0 0 0 4 1 1 2 2 2 5 25 23 23 24 24 25 22 15 3 0 0 2 0 0 0 1 1 0 1 0 1 1 0 0 21 24 25 23 22 23 22 15 7 4 4 0 2 1 0 4 3 0 1 2 5 4 " PORTE DE BAGNOLET" 2.40799 48.86508
"9007" 3 6 6 9 9 9 10 11 6 0 0 1 1 2 1 1 0 0 3 5 7 14 16 13 12 16 16 15 15 14 16 16 13 3 0 0 0 0 3 0 0 0 1 1 9 10 11 8 10 17 18 18 18 18 19 17 10 1 2 1 0 2 1 1 0 1 1 3 9 10 13 16 12 15 13 13 15 15 16 15 10 1 1 1 0 0 1 0 0 4 3 0 1 2 8 8 10 13 14 11 10 11 13 13 6 0 1 1 0 1 0 3 2 0 0 10 8 3 2 4 " CONDORCET" 2.34539633898637 48.8798312251102
"35013" 9 9 9 9 1 1 0 0 0 0 0 0 0 1 1 1 2 3 3 3 5 4 3 4 4 5 5 5 1 1 1 1 0 0 0 0 0 0 0 0 1 2 4 3 4 5 4 4 5 5 5 5 5 0 1 1 1 0 0 0 0 1 0 0 0 0 1 2 3 3 3 4 5 5 5 5 6 6 6 6 6 4 4 4 4 4 4 3 3 3 3 2 3 4 3 4 4 5 5 5 5 5 5 5 5 2 2 2 2 2 3 3 2 2 3 3 4 5 5 6 " TELL (PANTIN)" 2.41984896873455 48.8894884200148
"7018" 15 18 18 18 18 17 17 17 14 10 14 12 10 7 6 5 3 5 4 7 8 9 10 11 7 7 8 10 6 6 6 6 6 8 16 11 4 4 5 9 12 6 2 2 7 11 9 10 9 12 14 14 14 15 14 14 11 16 18 16 14 8 16 16 16 18 10 16 16 15 18 14 11 14 15 15 17 17 17 16 17 17 18 9 2 10 7 3 8 7 2 1 4 10 11 11 11 12 12 12 13 13 13 11 16 17 17 17 15 17 11 15 10 12 5 10 8 9 6 7 " SEGUR ESTREES" 2.30974761560334 48.851294334589
"35008" 19 20 20 22 22 5 3 4 5 7 5 2 0 1 0 0 0 0 0 0 0 1 2 2 2 2 2 2 0 0 0 1 1 1 4 2 0 0 1 0 3 2 0 6 3 4 2 3 3 3 3 3 3 1 1 1 0 2 2 4 3 1 1 1 2 2 0 0 0 0 0 1 2 3 3 3 3 3 3 4 3 3 4 3 1 4 3 4 3 1 1 1 1 3 3 3 2 4 4 4 4 1 2 2 1 1 1 1 2 2 4 5 1 4 0 0 1 1 1 1 " LOLIVE 2 (PANTIN)" 2.41252957147218 48.8927196663313
"17042" 0 0 1 1 1 1 0 2 9 31 27 31 30 27 28 28 22 16 4 0 0 0 0 0 0 0 0 0 0 1 1 1 8 23 26 29 30 30 28 27 24 27 22 0 1 1 2 0 0 1 1 0 0 0 0 2 7 13 8 12 11 8 5 5 5 2 6 0 0 0 0 1 2 0 0 1 1 1 2 2 6 31 30 30 26 27 18 11 11 7 2 1 0 2 1 0 1 1 1 1 1 1 3 3 3 20 18 22 20 22 20 11 5 8 2 2 3 1 3 2 " PORTE MAILLOT" 2.28444435655372 48.8777500334188
"41202" 48 48 47 47 47 47 47 46 51 46 43 45 45 41 41 39 35 34 35 32 36 38 43 42 41 41 41 40 42 42 42 43 47 36 40 36 37 36 35 38 37 35 38 38 38 39 40 42 46 47 46 46 46 47 47 49 51 51 48 50 49 48 48 49 45 43 44 46 39 44 43 41 41 41 45 45 46 46 46 46 51 49 47 43 42 41 38 38 41 38 33 30 32 37 38 38 41 42 43 43 43 44 44 45 47 48 50 50 50 48 47 48 48 42 42 45 46 53 57 58 " CHARMES (FONTENAY SOUS BOIS)" 2.46308263962204 48.8436743414425
"10029" 0 19 20 20 21 21 20 23 21 0 1 0 0 0 0 0 2 1 3 0 7 5 5 6 5 9 9 8 8 16 15 18 22 0 1 1 0 0 0 0 0 1 0 3 0 8 2 5 9 16 15 14 13 12 11 13 8 0 0 0 0 0 1 0 0 0 1 3 1 2 2 2 4 21 21 20 20 19 18 19 11 1 2 0 1 0 1 1 0 0 3 11 9 0 1 3 3 22 23 23 22 20 21 23 22 2 0 0 17 12 5 2 2 3 3 4 12 0 0 1 " PLACE DE ROUBAIX" 2.3514643332019 48.880726685766
"15110" 21 21 11 11 11 11 11 11 12 21 23 23 23 21 21 23 23 23 22 4 2 6 8 12 19 21 22 23 3 3 3 2 2 17 22 23 23 20 23 20 21 23 11 10 22 23 22 23 23 23 23 23 13 15 15 15 19 23 21 21 21 17 19 18 21 21 7 9 8 10 11 15 15 11 11 11 11 6 6 5 3 21 18 18 20 20 20 20 21 20 16 20 19 21 20 21 21 21 21 21 1 2 3 2 5 21 19 17 15 15 15 20 20 16 11 19 20 19 19 20 " PLACE ROBERT GUILLEMARD" 2.28103938100924 48.8362103614838
"3008" 15 18 18 18 18 18 17 17 17 13 6 8 6 2 3 4 5 1 5 10 5 12 12 16 17 18 18 18 8 8 8 7 5 9 1 2 5 1 11 8 5 1 4 2 8 16 14 16 12 12 10 12 12 12 13 12 11 7 2 3 9 7 9 13 12 14 18 15 16 15 12 18 18 18 17 18 11 10 10 11 10 4 5 6 5 3 0 0 1 3 11 8 16 17 17 14 13 14 14 14 14 2 2 1 2 4 6 10 3 7 9 6 10 14 0 0 9 7 4 1 " PERLE" 2.36105048709202 48.859846683207
"44102" 19 21 21 21 21 21 21 21 18 9 13 14 13 12 12 12 11 9 6 9 9 14 18 21 23 25 25 25 25 25 25 25 21 21 23 24 22 21 21 17 18 15 19 15 18 23 25 24 24 25 25 25 25 25 25 25 21 20 24 23 24 23 24 23 23 24 18 22 23 25 24 25 25 25 25 25 25 25 25 25 23 21 20 23 22 20 21 21 17 15 15 16 17 22 23 23 25 25 25 25 25 25 25 25 24 25 24 22 21 18 19 20 17 13 8 11 11 12 12 13 " VERDUN (SAINT MAURICE)" 2.42150447606237 48.8221758049375
"13029" 17 16 15 16 17 17 22 22 22 19 3 4 4 13 3 5 4 4 6 4 12 6 10 6 1 4 1 15 15 13 12 13 10 15 12 9 8 7 5 2 2 8 25 13 0 6 4 3 1 1 0 1 1 6 6 4 6 3 4 7 1 0 1 4 2 0 4 2 1 10 8 10 11 10 9 9 9 10 8 10 13 13 6 5 6 2 3 2 3 3 0 5 1 4 2 3 1 2 7 8 9 9 9 9 7 3 6 6 15 14 0 8 3 2 1 11 0 0 0 2 " ITALIE" 2.35618336917992 48.8290320407132
"8031" 25 22 21 21 21 21 22 22 24 32 33 32 33 33 33 32 33 29 32 27 4 2 1 3 1 3 1 1 1 1 1 1 3 12 33 33 33 32 31 32 31 30 28 13 2 2 2 2 2 4 2 2 1 0 6 6 3 22 33 33 32 31 30 29 29 31 19 2 0 1 2 0 1 1 0 0 4 2 3 2 3 16 32 29 31 29 27 28 31 25 25 12 2 4 3 3 4 2 0 0 0 1 1 1 1 19 33 33 22 25 28 26 27 32 28 3 1 1 3 1 " ROND POINT DES CHAMPS ELYSEES" 2.31071465537424 48.8697088479524
"16040" 17 16 17 18 19 18 18 17 16 9 14 14 11 11 9 4 5 7 8 3 4 10 8 8 8 10 11 11 11 9 11 10 10 11 11 17 12 13 16 13 14 11 16 17 24 23 28 26 28 29 30 32 32 32 32 32 31 23 25 27 24 23 28 28 21 20 24 21 32 28 28 28 27 26 27 29 29 29 30 30 29 29 28 27 24 25 21 22 21 18 22 21 20 29 32 33 28 25 27 27 27 27 27 27 26 26 27 22 24 27 28 23 25 19 12 10 11 11 8 7 " EXELMANS" 2.25982139174208 48.8431044947352
"10041" 5 4 4 5 6 5 6 6 5 0 0 0 1 0 0 0 0 0 0 0 4 0 1 6 6 7 8 8 7 7 9 10 7 0 0 0 0 0 0 0 1 1 0 0 0 5 8 6 3 1 1 1 1 6 7 7 4 1 0 0 1 0 1 1 0 0 1 0 0 1 3 2 5 4 5 6 5 5 7 7 4 0 0 0 0 1 1 1 0 1 0 1 0 0 0 0 0 0 1 1 1 6 7 8 4 0 0 0 1 1 0 1 0 0 0 0 0 1 1 2 " CHARTRES (18 ARR.)" 2.35610946587772 48.8841411939677
"20119" 0 0 10 10 10 10 9 9 8 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 20 19 20 20 19 20 19 4 0 0 0 0 0 0 0 0 2 1 1 0 0 0 0 20 20 21 21 21 21 20 16 2 9 0 0 0 1 0 0 0 8 0 0 0 1 1 1 0 15 15 15 15 14 15 9 0 4 9 5 3 0 0 0 0 0 0 0 0 0 0 1 16 16 16 16 16 14 16 13 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 " SQUARE DE MENILMONTANT" 2.39669061287625 48.8701364586824
"11023" 46 46 46 45 36 36 36 35 31 12 1 1 1 1 2 1 2 1 7 25 39 45 45 45 45 27 29 29 29 29 29 27 24 8 2 2 2 2 4 5 3 4 12 18 44 45 45 45 45 44 26 27 26 25 25 23 12 5 2 1 3 2 7 1 4 2 4 7 28 42 45 45 45 30 33 33 34 25 25 24 16 8 4 2 4 7 10 12 10 9 22 39 46 46 46 46 45 40 25 23 22 22 22 20 7 2 4 5 5 2 1 6 3 2 5 32 45 46 45 43 " LEO FROT ROQUETTE" 2.38355399457147 48.858688774063
"31704" 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 " HORNET (BAGNOLET)" 2.42793357977893 48.8739292000335
"20007" 29 29 29 29 29 29 27 25 15 3 3 4 4 7 4 1 3 2 7 17 33 38 35 37 42 43 40 41 40 40 39 37 25 13 2 21 15 4 6 4 6 5 13 17 22 24 23 30 32 43 43 44 44 45 44 43 36 9 3 3 1 22 16 17 18 16 20 21 38 46 50 48 50 50 49 49 50 49 49 49 35 4 1 0 19 21 11 8 7 11 13 17 21 24 24 21 30 42 46 48 47 46 47 45 31 3 2 2 4 1 4 2 3 8 6 3 12 14 6 11 " BUZENVAL" 2.40151359730767 48.8516172049987
"22013" 21 19 20 19 19 19 19 18 17 16 31 30 29 24 28 31 29 27 18 12 2 3 3 3 2 2 2 2 2 2 3 3 3 3 17 17 17 11 16 11 9 3 4 0 2 5 4 4 4 8 7 6 6 6 6 6 6 0 20 18 16 14 17 23 21 15 17 2 0 0 1 3 1 2 5 5 6 7 7 6 8 13 29 28 24 23 29 22 28 28 27 13 11 11 10 9 10 14 1 2 2 2 2 1 1 7 24 28 31 29 29 28 31 28 25 15 16 14 18 18 " SAINTE FOY (NEUILLY)" 2.26780000825352 48.8851400530909
"6010" 6 5 2 2 3 3 3 3 2 0 3 7 3 2 2 1 3 0 0 5 6 2 2 3 1 1 3 4 4 4 4 4 3 1 3 5 3 1 0 0 1 0 0 3 2 3 2 3 2 3 3 6 6 6 6 5 6 5 5 5 2 5 0 5 0 1 2 3 2 0 2 1 1 1 3 3 2 2 2 0 3 3 6 0 0 0 4 0 4 4 5 0 0 1 0 1 7 6 7 6 6 6 5 3 7 10 8 5 3 0 7 1 4 1 0 1 2 2 0 3 " MONTPARNASSE CHEVREUSE" 2.33155221673674 48.8417391612309
"14114" 0 0 0 0 0 0 0 0 2 0 3 4 1 0 0 0 0 2 0 0 1 1 0 0 0 0 0 1 1 21 20 19 25 21 16 12 3 0 4 4 0 0 0 1 0 0 0 1 1 0 0 0 2 3 2 3 3 2 0 1 0 1 0 1 0 0 1 0 0 1 8 1 1 1 1 1 1 20 20 20 26 13 9 3 5 2 1 1 0 5 1 0 0 0 3 0 1 1 1 1 1 1 1 4 2 5 6 9 4 2 4 0 0 2 0 5 0 0 2 2 " PLACE DE CATALOGNE" 2.31748293063912 48.8372933093611
"14106" 10 11 11 12 12 13 13 12 9 3 5 2 2 1 1 1 1 1 1 1 3 3 3 3 3 3 16 16 16 17 17 16 19 1 4 2 5 1 2 1 3 2 2 3 3 2 3 5 5 5 12 12 12 12 10 11 14 1 1 1 1 1 4 1 2 1 1 2 1 2 4 5 8 7 19 19 19 20 20 19 20 6 7 5 8 4 1 0 2 0 1 3 1 3 2 2 2 2 14 14 14 14 13 15 6 4 1 1 4 5 0 1 1 1 1 2 7 9 4 5 " STADE DIDOT" 2.31067065346762 48.8253258700605
"21018" 14 14 14 14 14 14 14 14 13 9 18 20 19 16 15 12 12 13 15 13 14 16 16 16 16 17 16 16 16 16 16 15 12 8 15 18 19 20 19 20 24 26 25 20 22 24 24 24 26 21 23 19 19 19 20 19 17 12 15 15 16 19 23 22 22 26 26 22 25 25 25 23 20 25 24 24 24 24 24 23 17 18 23 22 23 23 20 21 19 23 23 20 17 21 23 24 26 21 22 22 22 23 23 20 12 6 13 14 14 16 15 16 16 18 21 20 19 23 22 24 " SEINE (BOULOGNE-BILLANCOURT)" 2.25065773963902 48.8282434941585
"9006" 9 3 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 0 11 9 10 8 5 8 10 12 12 12 12 12 10 7 0 1 1 0 0 0 1 0 0 0 3 2 1 1 3 1 2 0 0 0 1 0 0 0 0 0 0 0 3 1 0 1 0 3 2 1 1 3 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 3 0 0 1 2 10 9 5 10 7 5 5 8 6 5 4 2 1 1 1 1 1 1 1 1 1 1 4 2 7 6 1 " TRUDAINRE ROCHECHOUART" 2.34626199853888 48.8821076343589
"21112" 12 14 14 14 14 14 14 14 10 13 23 25 25 23 26 26 25 24 17 8 6 7 9 11 12 13 13 13 13 13 13 12 10 15 28 27 26 25 25 26 28 25 21 10 11 14 15 15 16 18 18 18 18 18 18 18 22 23 28 28 28 28 26 26 25 24 15 4 5 5 7 6 5 5 5 5 6 6 6 6 5 7 18 14 14 10 8 10 8 7 1 0 2 4 5 7 8 8 8 8 8 8 8 9 8 14 22 23 21 20 22 22 22 20 8 0 2 4 4 5 " DEBUSSY (CLICHY)" 2.3117681757748 48.9104291257233
